Rank,City,Country,Country_Encoded,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,"Meal, Inexpensive Restaurant (USD)",Average Monthly Net Salary (After Tax),Air_Pollution_2023,Education,Taxation,Internet Access
24,Edinburgh,UnitedKingdom,64,0.3307761826725758,0.6299527644067334,1.2077625715698996,0.8229831560924504,-0.513819134,-0.521252295,-0.989333957,0.3387127048046407,1.0407302607102353,0.18350072183570793,-0.717283628,0.893087705,0.3998713229993951,-0.028294017
25,San Diego,UnitedStates,65,1.1859436659463316,-0.016022027,0.030175664,1.3644434311344456,-0.754028435,0.010465557728606134,-0.363669623,1.1277707545273659,1.3727931725631064,1.9600373482307054,-0.47490283,0.6311203957560769,-0.30811388,0.40887261483729515
26,Portland,UnitedStates,65,1.1274468674162044,-1.1690523,0.47177075464735296,1.2878732912295172,-1.251604844,-0.230073471,-0.759388945,0.676019963,0.701959007,1.3021339777919274,-0.550646829,0.11873709165122542,-0.582087015,0.39268125808644616
27,Munich,Germany,21,0.333561745,1.3801170383988728,1.195496041287858,0.7081279462350569,0.807332023,-0.546572192,-1.155108268,-0.143154806,0.6315214198410408,0.6178055979696846,-0.330989231,1.4962313367447033,-0.59029414,-0.039176733
28,Dallas,UnitedStates,65,1.6539180541873437,-0.81480806,-0.15382229,0.8557989303374195,-1.388867302,0.010465557728606134,-0.251370896,0.21222248309336447,1.3727931725631064,1.8077481673455764,-0.531710829,0.14699655729629985,-0.17100662,0.6541318548009754
29,Glasgow,UnitedKingdom,64,0.609332366,-0.342482406,1.3917605258005363,0.5659262578401897,-0.994237736,-0.483272448,-0.663132894,0.38689945593274594,1.0407302607102353,0.30730144989052066,-0.702134828,0.5688258072537964,0.3998713229993951,-0.518016201
30,Muscat,Oman,42,-0.045274665,1.4426307278982171,-0.423685956,-0.659195981,-1.080026772,-1.926506619,-0.615004868,-0.673209069,-1.110970325,-0.280674115,-1.141450025,-1.62035455,-2.474794816,-2.775781456
31,Oslo,Norway,41,0.41712859955038195,0.44241169590869833,1.269095222980112,1.2878732912295172,-0.084873953,-0.888390812,-1.310187462,-1.106889829,1.391241112110488,0.6954580893926401,-0.626390829,0.5019932023705549,-0.18066206,1.4554712979290594
32,Canberra,Australia,1,0.11907348323021308,0.9564131429033118,0.3613719821089702,1.337096952596971,-0.239294218,0.39026402368607965,-1.203236294,0.26040923422146967,0.6046880532266674,1.3449665958938013,-0.929366826,0.7849591510706497,-0.25959529,-0.27440264
33,Atlanta,UnitedStates,65,1.9046186193164578,-1.655269885,-0.067956578,1.1402023071271548,-1.457498531,0.7827224385088016,-0.085596585,0.6820433065923917,0.5342504658639372,1.4658279458191967,-0.224947631,1.0434610660079282,-0.445221141,0.6644837058384033
34,Tallinn,Estonia,17,-0.541104672,1.2411977284003284,0.8765662539547533,0.024465982798193852,0.13817754084202083,-1.318829073,-1.48665689,-0.847886042,0.10827077086075944,-0.563883198,-0.777878827,0.5888343340243968,0.10369067372928731,-0.014226117
35,Calgary,Canada,9,0.6789714120185674,0.1159513174121189,0.7907005419804558,0.8011059732624705,-1.148658001,-0.774451272,-1.240669202,-2.727169336,1.1396783001007373,0.8459895221563775,-0.664262828,0.671343723,1.0371304216734651,0.23448373966831498
36,Madrid,Spain,57,-0.198480566,0.9008454189038942,1.4285601166466635,-0.090389227,-0.050558339,-1.078290045,-0.518748817,0.42906286316983827,0.10827077086075944,-0.212892055,-0.42945643,0.15009065937422783,-0.594880475,0.537341741
37,Sydney,Australia,1,0.5229799492715633,0.42157379940891687,0.8765662539547533,1.014408505854772,0.6700695647786089,1.0485813646790332,-0.962596165,1.1277707545273659,0.26759388513360144,1.3451841098753783,-0.906643627,1.1542299203977453,-0.25959529,-0.261343382
38,Auckland,NewZealand,39,0.7820372,-0.67588875,0.20190708844241875,0.7026586505275624,0.000915083,0.37760407482083036,-0.796821854,1.2964243834757352,0.6231359927740491,0.8238266110605682,-0.974813226,0.46156360188563106,0.3887675659770436,0.8606380113937704
39,Cork,Ireland,27,0.16085691075173206,0.303492386,-1.4540745,0.751882312,-0.788344049,-0.154113778,-1.106980242,0.6880666504834044,0.6315214198410408,0.295549816,-0.49005163,0.39246198881190897,0.5449443223566359,2.0784403847199213
40,Hamburg,Germany,21,0.4728398362457406,-0.161887303,0.8888327842367968,0.6862507634050777,0.10386192639449915,-0.268053317,-0.935858373,0.2664325781124825,0.369896095,0.43685748032273347,-0.330989231,0.15627886353008338,-0.59029414,0.17608868253410578
41,Stockholm,Sweden,58,0.573120062,-0.418888026,-0.129289229,0.5385797793027152,0.086704119,-0.12879388,-1.502699565,-0.522625472,0.094854088,0.3509747301374085,-0.626390829,1.130302198,-1.147413079,1.2659527943207611
42,Porto,Portugal,46,-1.078718106,0.5396552129076788,1.440826646928707,-0.506055701,0.069546312,-1.344148971,-1.155108268,1.0976540350722999,-0.413302793,-0.803712938,-0.573370029,0.21506680301071252,-0.467670041,-0.389812508
43,Ljubljana,Slovenia,54,-0.543890233,1.3245493143994551,-0.080223108,-0.183367254,0.464175878,-1.154249738,-1.288797228,-0.137131463,-0.23888591,-0.597415623,0.078028366,0.38132322133136903,-0.152661282,0.13839732747475206
44,San Antonio,UnitedStates,65,0.9408142244867532,-0.530023474,0.030175664,0.5276411878877252,-0.959922121,-0.432632653,-0.144419728,0.1339190125101926,1.2050846312232726,1.6777346313527495,-0.46732843,0.092540361,-0.17100662,1.5106811701286755
45,Boston,UnitedStates,65,0.7959650090788211,0.004815869,0.6189691180318626,1.6926011735841398,-0.59960817,1.1372010067357774,-0.898425464,-0.402158594,1.3727931725631064,1.6792032829898835,-0.618816429,1.937656566529076,-0.513774771,0.25040966434128137
46,Brno,CzechRepublic,14,-0.059202474,1.0189268324026572,1.060564208,-0.659195981,0.3955446491984343,-1.154249738,-0.310194038,-0.010641241,-1.981377654,-1.401929296,-0.088608432,0.12327510803218632,0.38973311,0.9511503499517955
47,Split,Croatia,12,-0.855873159,0.6160608334068788,0.47177075464735296,-0.484178518,1.013225709253827,-2.116405852,-1.069547333,1.0795840033992605,-0.482063295,-0.847227492,0.5552155628690506,-0.295666313,1.3842435216330538,-0.103676728
48,Doha,Qatar,47,1.1441602384248126,1.671847589395816,0.7048348300061601,-0.145082184,-0.9084487,-0.749131374,0.7111896186926447,-2.552492363,-0.599459274,0.5241452532539203,2.0095003523032386,-1.028968506,2.352925628822086,-1.05312727
49,Dubai,UnitedArabEmirates,63,0.6399735463318166,1.6579556583959614,0.2509732095705893,0.28152288105045453,-1.02855335,0.14972499524634572,0.11226307630774235,-1.691154186,0.073051977,1.1823190464806046,2.1685627511476033,-0.679747518,2.352925628822086,-1.103028501
50,Edmonton,Canada,9,0.5898334333059938,-0.439725923,1.1832295110058144,0.4182552737378271,-1.21728923,-0.888390812,-0.951901048,-2.787402775,1.1396783001007373,0.6037671280235858,-0.49005163,0.8334746716525585,1.0371304216734651,-0.328497698
51,Ottawa,Canada,9,0.30849168799443244,0.6646825919063695,0.14057443703220654,0.6589042848676032,-0.530976941,-0.090814033,-1.18184606,-2.040508132,1.1396783001007373,0.5585418561243658,-0.626390829,0.6170937996694708,1.0371304216734651,0.5514096406603431
52,Tokyo,Japan,30,0.2694938223076816,1.1231163149015655,1.3917605258005363,-0.161490071,0.49849149254099995,0.9346418248917914,-0.224633104,0.41701617538781177,-0.770521986,0.23015453150582482,-0.44460523,1.259429391047292,0.4377689284887243,-0.209053262
53,Cologne,Germany,21,0.49512433092388397,-0.161887303,0.6312356483139044,0.4291938651528171,-0.119189568,0.0990852,-0.43853544,0.38689945593274594,0.19547921235747295,0.035332549,-0.294632111,0.4850787776778829,-0.59029414,0.23209485096737043
54,Vilnius,Lithuania,34,-0.56896029,0.9008454189038942,1.023764617339263,-0.363854012,0.4470180708697171,-1.12892984,-1.155108268,-0.709349132,-0.326094351,-0.660453527,-0.043162033,-0.093930858,0.7078798873585291,1.4321132750753753
55,Zagreb,Croatia,12,-0.46310894,1.3106573833996005,-0.313287183,-0.440424152,0.2239665769608253,-0.647851783,-0.711260919,0.23029251476640383,-0.366344401,-0.744090592,0.5552155628690506,-0.295666313,1.3842435216330538,-0.103676728
56,Houston,UnitedStates,65,1.7597694039085257,-1.627486023,0.20190708844241875,0.5604569621326944,-1.440340724,0.8207022851045495,0.5614579830964193,0.42906286316983827,0.7858132778736879,1.587682805552335,-0.45217963,0.41267678905437105,-0.17100662,0.5413232217007977
57,Wellington,NewZealand,39,-0.315474163,0.4979794199081159,-0.411419426,0.8448603389224295,0.41270245642219544,0.5295234612038192,-1.229974086,1.1639108178734452,0.10323951462056423,0.5604054218584167,-0.974813226,0.34171871473389254,0.3887675659770436,-0.028824882
58,Vancouver,Canada,9,-0.045274665,-0.147995372,0.5331034060575651,0.7792287904324905,0.4813336853172388,0.2003647907073429,-1.128370476,0.7723934649575892,1.0776261398049984,0.6695562893162118,-0.633965228,1.2216813456965723,1.0371304216734651,-0.360084115
59,Berlin,Germany,21,0.5759056241321542,-0.307752578,-0.018890457,0.5385797793027152,0.018072890275694652,-0.179433675,-0.422492765,0.2965492975675484,0.10827077086075944,0.41253118692367285,-0.194650032,1.275312448380655,-0.59029414,-0.292398935
60,Victoria,Canada,9,-0.563389166,-0.064643786,-0.16608882,0.9433076616573377,0.3955446491984343,-0.394652806,-1.508047123,0.8506969355407602,1.1396783001007373,0.6775631553407456,-0.641539628,0.5997668280330749,1.0371304216734651,0.5129219893673415
61,Prague,CzechRepublic,14,-0.407397704,1.0883864874019293,0.8642997236727116,-0.298222464,1.0818569381488703,-0.419972704,-0.700565803,0.13994235640120625,-1.981377654,-1.401929296,-0.240096431,0.12801939788500932,0.38973311,0.4574466850898421
62,San Francisco,UnitedStates,65,1.7374849092303817,-1.481620748,-0.386886365,1.9496580718364005,-0.616765977,1.8588180920549766,0.1817813356917041,1.1398174423093923,1.2050846312232726,1.6777346313527495,-0.527923629,1.937656566529076,-0.30811388,0.19997756954355508
63,Riyadh,SaudiArabia,50,1.0912345635642218,1.0189268324026572,-0.362353305,-0.276345281,-1.388867302,-0.331353062,0.8930066047737758,-2.046531476,-0.866115854,-0.1014132,2.3806459496067554,-1.412637163,2.352925628822086,-0.583312492
64,Jeddah,SaudiArabia,50,0.7430393342182301,0.9633591084032397,-0.889814107,-0.500586405,-1.234447037,-0.584552039,1.0641284740266053,-0.733442508,-0.866115854,-0.435426495,1.267209157696205,-1.412637163,2.352925628822086,-0.583312492
65,Taipei,Taiwan,60,-0.011847923,1.6579556583959614,2.3240168272357615,-0.429485561,2.368692479930938,-0.090814033,0.10156795947944038,0.3628060803686938,-1.005313944,-0.312801518,-0.39158443,0.6855765923276073,1.0653725862737935,0.001434375
66,Denver,UnitedStates,65,0.8349628747655714,-0.481401716,0.2509732095705893,1.1894259684946085,-1.097184579,0.11174514865059872,-0.123029494,-1.329753553,1.0373760898834388,1.8700571049329717,-0.770304428,-0.125078152,-0.37666751,0.1007059724153988
67,Halifax,Canada,9,-0.195695004,-0.05769782,-0.16608882,0.6917200591125724,-0.239294218,-0.470612499,-1.203236294,-1.167123268,0.5158025263165555,0.3898568240333452,-0.800602027,0.6156498853664378,1.0371304216734651,0.47496520223010513
68,Washington,UnitedStates,65,0.9157441679738416,-1.384377231,0.300039331,1.512114415236808,-0.702555013,0.7700624896435532,-0.240675779,0.19415245142032428,1.0373760898834388,2.070840146197233,-0.510881229,0.7371449602930714,-0.17100662,-0.153047094
69,Pune,India,26,1.5452811426313942,-0.05769782,-0.239688002,-1.681954278,-0.822659664,1.1372010067357774,1.320811277905849,-0.245551653,-1.365887308,-0.937777974,2.7366427470203325,-1.162633716,-0.895587112,0.047265647
70,Phoenix,UnitedStates,65,1.3670051852062473,-0.939835439,-0.055690047,0.7464130161875214,-1.354551688,-0.268053317,0.5614579830964193,-1.48033715,1.0373760898834388,1.5906221836817527,-0.497626029,0.7661836812762907,-0.296782147,0.5392734962104808
71,Singapore,Singapore,52,0.3168483734987361,1.1925759699008376,0.5208368757755234,1.1948952642021038,1.3392240465052838,0.7067627453173077,-0.754041387,-1.257473426,-0.150000383,1.2417944235512415,-0.134054832,1.7817138218015123,2.3331319749996333,1.7084280681513389
72,Las Vegas,UnitedStates,65,1.1887292277810995,-1.064862818,-1.662605514,0.7464130161875214,-1.303078266,-0.977010454,0.2940800623888734,-1.26349677,0.9535218192135217,0.767184795,-0.747581228,-0.125078152,-0.17100662,0.039656594502361496
73,Cluj-Napoca,Romania,48,-0.663669392,1.2481436939002553,-0.239688002,-0.856090626,0.2239665769608253,-0.68583163,-0.165809961,-0.245551653,-0.740334448,-0.895544989,0.8581915606678397,-0.610439631,0.8268831963154674,1.824421886
74,Cape Town,SouthAfrica,55,0.15250022524742834,-2.335974504,0.14057443703220654,-1.074862454,-0.942764314,0.9346418248917914,-0.422492765,1.1940275373285112,-0.508896661,-0.644504461,-0.633965228,-1.251331308,0.011963985283776984,0.2036936186339137
75,Miami,UnitedStates,65,0.14971466341266018,-0.870375784,-0.497285138,1.2113031513245882,-0.839817471,0.9852816203527877,-0.411797648,0.4411095509518648,1.3727931725631064,1.0769658555660169,-0.580944429,0.19258299457777017,-0.17100662,0.3159713875783256
76,Timisoara,Romania,48,-0.805733046,1.0189268324026572,0.43497116380122597,-0.921722175,-0.187820796,-1.369468869,0.5133299573690611,0.2182458269843773,-0.918105502,-0.942116497,-0.096182832,-0.610542768,0.8268831963154674,2.0825545819271043
77,Montreal,Canada,9,0.074504494,0.5396552129076788,-0.632216971,0.4401324565678067,-0.050558339,0.5801632566648164,-0.689870686,-1.564663965,0.5158025263165555,0.2534167700220363,-0.543072429,1.3908255926232949,1.0371304216734651,-0.398571766
78,Tel Aviv-Yafo,Israel,28,-0.017419047,0.9703050739031664,0.7539009511343289,0.7792287904324905,2.2657456365883726,0.073765302,-0.037468559,0.93502375,1.1933450333294842,0.46338242856259837,0.3431323644098984,-0.066496486,0.8647808018047966,-1.413584032
79,Bangalore,India,26,1.985399912524728,-0.988457197,-0.313287183,-1.588976251,-0.754028435,2.352556097799693,1.9411280539473557,0.6639732749193523,-1.468189518,-0.823859436,-1.091761961,-0.21171301,-1.103239437,0.047265647
80,Toronto,Canada,9,0.2193537092818585,-0.217455027,0.8152336025445411,0.6260885106226334,0.3955446491984343,1.2131606999272724,-0.492011024,-0.787652603,1.1396783001007373,0.4518130362452105,-0.497626029,1.5160335900434414,1.0371304216734651,-0.449003861
81,Lisbon,Portugal,46,-1.226352883,0.720250316,0.7171013602882018,-0.320099647,1.4078552754003277,-0.065494135,-0.620352426,1.2181209128925634,0.10827077086075944,-0.755324895,-0.573370029,0.22785575826614785,-0.467670041,0.6185639563646841
82,Manchester,UnitedKingdom,64,0.096788989,-1.050970887,0.8275001328265846,0.5932727363776642,-0.616765977,0.4915436146080723,0.35825076335868417,0.513389678,1.0407302607102353,0.20740374478413223,-0.44460523,0.7113607763103393,0.3998713229993951,0.3106627460206703
83,Bratislava,Slovakia,53,-0.699881696,0.6785745229062231,-1.47860756,-0.281814577,0.8931210586875008,-0.57189209,-0.513401258,0.13994235640120625,-0.587719676,-0.660594617,-0.126480432,-0.259981003,-0.091349232,-0.342565598
84,Riga,Latvia,33,-0.875372092,0.095113421,-0.877547576,-0.216183028,-0.359398869,-0.508592346,-0.470620791,-0.221458277,-0.23888591,-0.779674704,-1.141450025,0.067374997,0.3875606358659187,0.32499607822633997
85,Poznan,Poland,45,-0.248620679,0.8244397984046953,-1.306876136,-0.741235416,-0.273609833,-0.331353062,0.6737567097935885,-0.058827992,-0.864438769,-0.839414625,0.131049166,0.25198975447398486,-0.014105705,0.2216102838910009
86,Gdansk,Poland,45,-0.114913711,0.5188173164078973,-2.042867953,-0.741235416,0.2239665769608253,-0.635191834,0.29942762080302443,-0.173271526,-0.864438769,-0.745489736,-0.012864433,0.3027330285520017,-0.014105705,-0.102349567
87,Hyderabad,India,26,0.7653238288963735,-0.210509061,-0.288754123,-1.753055122,-1.011395543,0.921981876,1.5774940817850929,-0.293738404,-1.570491728,-1.099337954,2.077669951807966,-1.62035455,-0.82636967,0.1652059673409121
88,Chicago,UnitedStates,65,0.740253772,-1.794189195,-0.301020653,1.3863206139644255,-1.303078266,0.8460221828350472,0.20851912776245868,-0.739465852,1.3727931725631064,1.4283861472066743,-0.35749963,1.6796084532298936,-0.513774771,0.7276565403745026
89,Warsaw,Poland,45,-0.120484835,1.0258727979025841,-1.135144712,-0.599033728,0.2239665769608253,-0.052834187,0.7218847355209467,-0.227481621,-0.676605203,-0.663204785,0.017433166776200076,0.3056208571580675,-0.014105705,0.4094034789930609
90,Pretoria,SouthAfrica,55,0.531336635,-2.89859771,-0.16608882,-1.069393159,-1.52612976,1.2511405465230194,0.502634841,1.0494672839441948,-0.753751132,-0.585211325,0.4794715634193533,-1.279384501,0.011963985283776984,-0.532880397
91,Dublin,Ireland,27,0.029935504517639152,-0.898159646,-2.018334893,0.7901673818474805,-0.239294218,0.6941027964520583,-0.283456246,0.4531562387338913,1.1547720688213223,0.43919722531374994,-0.603667629,0.6925898903709102,0.5449443223566359,1.6534836280296061
92,Brussels,Belgium,5,0.1469291015778924,-1.071808783,0.7293678905702436,0.6424963977451179,-0.668239399,0.2130247395725913,0.8020981117332104,0.3266660170226142,0.6315214198410408,0.20675708159566042,-0.346138031,1.1243202669777759,-1.565735056,1.2436564997786086
93,Limassol,Cyprus,13,-0.652527145,0.20624886891117253,-2.006068362,0.11744400982560739,-0.084873953,-1.837886977,0.6897993850360411,1.0434439400531819,0.6315214198410408,-0.516130061,-0.050736433,-1.62035455,-2.474794816,-2.775781456
94,Wroclaw,Poland,45,-0.301546354,0.9703050739031664,-1.257810015,-0.675603868,0.052388505,-0.141453829,0.8181407869756631,0.001405447,-0.676605203,-0.80492984,0.26738836496020113,0.096459557,-0.014105705,0.2827923778429793
95,Nizhny Novgorod,Russia,49,-1.323847547,0.8313857639046222,0.8397666631086264,-1.34832724,0.8931210586875008,-1.0149903,-0.748693828,-1.980274693,-0.265719276,-0.990187086,-0.41430763,0.20609390698472177,0.43668269138871163,0.4660732276210323
96,Barcelona,Spain,57,-0.343329781,-0.780078232,1.1341633898776458,-0.046634861,0.18965096251330366,-0.584552039,0.9090492800162288,1.0434439400531819,0.4571045368476135,-0.270668472,-0.156778032,0.45434403037046606,-0.594880475,0.657847904
97,Seoul,SouthKorea,56,0.30570612615966464,1.1092243839017109,1.8824217370822343,0.6042113277926542,2.5574283593923077,0.921981876,0.5935433335813248,-0.600928942,-0.780584498,0.16900958765767882,0.2446651651252919,1.211986492519065,0.7151214680252798,1.2784281019812511
98,Durban,SouthAfrica,55,-0.223550622,-2.808300158,-1.110611652,-1.200656256,-1.062868965,-1.217549482,0.34755564653038257,1.0374205961621683,-0.508896661,-0.75029268,0.1461979658406854,-1.279384501,0.011963985283776984,-0.532880397
99,Varna,Bulgaria,8,-1.03972024,0.33127624790986226,-0.472752077,-0.883437105,-0.204978604,-0.787111221,0.7004945018643431,0.40496948760578527,-0.913074246,-0.970575556,0.3052603646850498,-0.789278731,1.7352187979482423,0.5540639614391707
100,Izmir,Turkey,61,-1.265350749,0.5396552129076788,0.6680352391600314,-0.92719147,-0.170662989,0.6054831543953141,0.7325798523492483,1.115724067,-1.350793539,-1.216360476,0.6461083622086875,-0.757925164,-0.387529881,-1.231895775
101,London,UnitedKingdom,64,0.4338419705589894,-1.002349128,0.2877728004167162,1.3042811783520019,0.5842805286598044,1.276460444253518,0.6095860088237773,0.5977164921182069,1.0407302607102353,0.8941365359162385,-0.42188203,2.1037067113778702,0.3998713229993951,0.327384967
102,Winnipeg,Canada,9,-0.064773598,-1.398269162,0.091508316,0.4674789351052812,-0.805501856,-0.483272448,-0.582919518,-3.233130223,0.5158025263165555,-0.094676146,-0.762730028,0.5842963176434358,1.0371304216734651,-0.173219932
103,Krakow (Cracow),Poland,45,-0.259762926,1.0050349014028026,-1.147411243,-0.604503024,0.27543999863210816,-0.445292601,1.2726832521784912,-0.269645028,-0.770521986,-0.763259746,-0.565795629,0.30314557549572513,-0.014105705,0.29659484589288326
104,Montevideo,Uruguay,66,-1.014650184,-1.099592645,0.10377484618607954,-0.041165566,-0.273609833,0.6308030521258128,0.0320497,1.1819808495464847,0.3665419245241034,-0.904022156,-0.285542831,-0.923150215,-0.143729999,-1.619293892
105,Johannesburg,SouthAfrica,55,0.30849168799443244,-2.822192089,-0.914347167,-0.899844992,-1.406025109,0.7320826430478053,0.8074456701473615,0.7844401527396158,-0.508896661,-0.49093959,0.5097691631992324,-1.307437693,0.011963985283776984,-1.269454414
106,Los Angeles,UnitedStates,65,0.6455446700013525,-0.89121368,-0.779415334,1.424605684,-0.616765977,2.7829943592181627,1.1282991749964164,1.0313972522711554,1.3727931725631064,1.7965197428912008,-0.346138031,1.937656566529076,-0.173179094,0.14211337656511114
107,Turin,Italy,29,-0.399041018,-0.81480806,-0.17835535,0.12838260124059736,-0.496661326,-0.901050761,1.1924698759662276,0.4411095509518648,0.2826876538541865,-0.457389528,-0.611242029,0.07170674,-1.298520729,-1.518164271
108,Rome,Italy,29,-0.585673661,-0.634212957,-0.521818198,-0.024757679,0.6700695647786089,0.3522841770903318,0.42776902274264633,0.9229770622329184,0.7187298613377546,-0.491210013,-0.194650032,0.094603095,-1.298520729,-0.391670532
109,Curitiba,Brazil,7,-1.64697272,-1.516350575,-0.104756169,-1.381143014,1.0990147453726313,-0.306033164,-0.823559646,1.278354351802695,-1.199855852,-1.120119357,-0.118906032,-1.201000581,-1.097687559,-1.107806278
